date,metro,regular,mid,premium,reg_delt
2022-01-28,Bradenton-Sarasota-Venice,3.351,3.731,4.006,
2022-01-28,Bradenton-Sarasota-Venice,3.351,3.731,4.006,0.0
2022-03-07,Bradenton-Sarasota-Venice,4.005,4.292,4.603,19.51656222023277
2022-03-07,Bradenton-Sarasota-Venice,4.005,4.292,4.603,0.0
2022-03-08,Bradenton-Sarasota-Venice,4.005,4.292,4.603,0.0
2022-03-08,Bradenton-Sarasota-Venice,4.005,4.292,4.603,0.0
2022-03-22,Bradenton-Sarasota-Venice,4.119,4.547,4.827,2.8464419475655367
2022-03-22,Bradenton-Sarasota-Venice,4.119,4.547,4.827,0.0
2022-04-01,Bradenton-Sarasota-Venice,4.195,4.601,4.87,1.8451080359310534
2022-04-01,Bradenton-Sarasota-Venice,4.195,4.601,4.87,0.0
2022-04-14,Bradenton-Sarasota-Venice,4.032,4.473,4.757,-3.8855780691299246
2022-04-19,Bradenton-Sarasota-Venice,4.075,4.472,4.778,1.0664682539682557
2022-05-11,Bradenton-Sarasota-Venice,4.308,4.663,4.964,5.717791411042938
2022-05-25,Bradenton-Sarasota-Venice,4.582,4.954,5.243,6.3602599814299055
2022-05-29,Bradenton-Sarasota-Venice,4.578,4.957,5.246,-0.08729812309034024
2022-05-31,Bradenton-Sarasota-Venice,4.572,4.947,5.243,-0.1310615989515096
2022-06-06,Bradenton-Sarasota-Venice,4.764,5.133,5.428,4.199475065616798
2022-06-09,Bradenton-Sarasota-Venice,4.763,5.142,5.442,-0.020990764063821832
2022-06-25,Bradenton-Sarasota-Venice,4.686,5.088,5.393,-1.61662817551963
2022-06-26,Bradenton-Sarasota-Venice,4.667,5.095,5.377,-0.40546308151941934
2022-06-27,Bradenton-Sarasota-Venice,4.667,5.095,5.377,0.0
2022-06-29,Bradenton-Sarasota-Venice,4.599,5.007,5.316,-1.4570387829440645
2022-06-30,Bradenton-Sarasota-Venice,4.584,5.0,5.306,-0.3261578604044524
2022-07-02,Bradenton-Sarasota-Venice,4.536,4.944,5.271,-1.0471204188481686
2022-07-10,Bradenton-Sarasota-Venice,4.364,4.785,5.088,-3.79188712522045
2022-08-01,Bradenton-Sarasota-Venice,3.894,4.318,4.629,-10.7699358386801
2022-09-22,Bradenton-Sarasota-Venice,3.348,3.755,4.073,-14.021571648690301
2022-09-23,Bradenton-Sarasota-Venice,3.337,3.748,4.028,-0.3285543608124164
2022-09-27,Bradenton-Sarasota-Venice,3.341,3.727,4.07,0.11986814504045817
2022-10-02,Bradenton-Sarasota-Venice,3.253,3.62,3.926,-2.6339419335528302
2022-10-03,Bradenton-Sarasota-Venice,3.22,3.597,3.892,-1.014448201660001
2022-10-04,Bradenton-Sarasota-Venice,3.198,3.579,3.879,-0.6832298136645987
2022-11-05,Bradenton-Sarasota-Venice,3.481,3.847,4.165,8.849280800500313
2022-11-10,Bradenton-Sarasota-Venice,3.591,3.973,4.273,3.160011490950887
2022-11-21,Bradenton-Sarasota-Venice,3.451,3.828,4.134,-3.898635477582846
2022-11-26,Bradenton-Sarasota-Venice,3.396,3.801,4.108,-1.593740944653732
2022-11-28,Bradenton-Sarasota-Venice,3.383,3.792,4.091,-0.3828032979976359
2022-11-30,Bradenton-Sarasota-Venice,3.366,3.777,4.077,-0.5025125628140725
2022-12-01,Bradenton-Sarasota-Venice,3.351,3.76,4.056,-0.4456327985739805
2022-12-05,Bradenton-Sarasota-Venice,3.272,3.668,3.966,-2.3575052223216986
2022-12-07,Bradenton-Sarasota-Venice,3.244,3.653,3.954,-0.8557457212713837
2022-12-08,Bradenton-Sarasota-Venice,3.203,3.626,3.934,-1.2638717632552532
2022-12-10,Bradenton-Sarasota-Venice,3.189,3.611,3.885,-0.4370902279113298
2023-01-19,Bradenton-Sarasota-Venice,3.401,3.768,4.084,6.6478519912198
2023-03-23,Bradenton-Sarasota-Venice,3.422,3.828,4.128,0.6174654513378508
2023-03-27,Bradenton-Sarasota-Venice,3.377,3.774,4.08,-1.3150204558737721
2023-03-30,Bradenton-Sarasota-Venice,3.483,3.868,4.184,3.1388806633106503
2023-04-02,Bradenton-Sarasota-Venice,3.485,3.874,4.188,0.05742176284810885
2023-04-03,Bradenton-Sarasota-Venice,3.475,3.868,4.194,-0.2869440459110417
2023-05-15,Bradenton-Sarasota-Venice,3.506,3.9,4.215,0.8920863309352489
2023-05-16,Bradenton-Sarasota-Venice,3.501,3.896,4.206,-0.14261266400455996
2023-05-17,Bradenton-Sarasota-Venice,3.49,3.89,4.209,-0.3141959440159825
2023-05-18,Bradenton-Sarasota-Venice,3.47,3.875,4.186,-0.5730659025787954
2023-05-22,Bradenton-Sarasota-Venice,3.419,3.819,4.133,-1.4697406340057673
2023-05-24,Bradenton-Sarasota-Venice,3.399,3.81,4.118,-0.5849663644340475
2023-05-25,Bradenton-Sarasota-Venice,3.395,3.803,4.1,-0.11768167107972793
2023-05-26,Bradenton-Sarasota-Venice,3.392,3.761,4.064,-0.08836524300441795
2023-05-30,Bradenton-Sarasota-Venice,3.41,3.809,4.123,0.5306603773584939
2023-05-31,Bradenton-Sarasota-Venice,3.402,3.809,4.127,-0.23460410557184508
2023-06-01,Bradenton-Sarasota-Venice,3.4,3.804,4.122,-0.058788947677845815
2023-06-06,Bradenton-Sarasota-Venice,3.35,3.754,4.074,-1.4705882352941124
2023-06-07,Bradenton-Sarasota-Venice,3.341,3.747,4.074,-0.26865671641790323
2023-06-09,Bradenton-Sarasota-Venice,3.404,3.799,4.114,1.8856629751571319
2023-06-10,Bradenton-Sarasota-Venice,3.404,3.799,4.114,0.0
2023-06-13,Bradenton-Sarasota-Venice,3.484,3.894,4.204,2.3501762632197387
2023-06-14,Bradenton-Sarasota-Venice,3.473,3.887,4.198,-0.31572904707233285
2023-06-16,Bradenton-Sarasota-Venice,3.441,3.851,4.183,-0.9213936078318441
2023-06-23,Bradenton-Sarasota-Venice,3.372,3.79,4.107,-2.005231037489097
2023-07-04,Bradenton-Sarasota-Venice,3.269,3.668,3.99,-3.0545670225385457
2023-11-11,Bradenton-Sarasota-Venice,3.219,3.638,3.963,-1.5295197308045405
2023-11-29,Bradenton-Sarasota-Venice,3.173,3.585,3.896,-1.429015222118668
2024-01-18,Bradenton-Sarasota-Venice,3.038,3.466,3.789,-4.254648597541766
2024-02-21,Bradenton-Sarasota-Venice,3.346,3.716,4.045,10.138248847926267
2024-02-26,Bradenton-Sarasota-Venice,3.295,3.698,4.007,-1.5242080095636656
2024-02-27,Bradenton-Sarasota-Venice,3.269,3.671,3.999,-0.7890743550834523
2024-02-28,Bradenton-Sarasota-Venice,3.353,3.729,4.06,2.569593147751603
2024-03-01,Bradenton-Sarasota-Venice,3.375,3.787,4.108,0.6561288398449161
2024-03-02,Bradenton-Sarasota-Venice,3.357,3.779,4.104,-0.5333333333333301
2024-03-04,Bradenton-Sarasota-Venice,3.338,3.758,4.085,-0.5659815311289895
2024-03-05,Bradenton-Sarasota-Venice,3.304,3.714,4.041,-1.0185739964050367
2024-04-11,Bradenton-Sarasota-Venice,3.587,3.989,4.304,8.565375302663458
2024-04-22,Bradenton-Sarasota-Venice,3.551,3.954,4.262,-1.0036241984945682
2024-04-23,Bradenton-Sarasota-Venice,3.551,3.954,4.262,0.0
2024-05-06,Bradenton-Sarasota-Venice,3.597,3.999,4.308,1.2954097437341439
2024-05-19,Bradenton-Sarasota-Venice,3.444,3.856,4.181,-4.253544620517102
2024-05-24,Bradenton-Sarasota-Venice,3.573,3.988,4.301,3.745644599303133
2024-05-31,Bradenton-Sarasota-Venice,3.478,3.905,4.226,-2.6588301147494997
2024-06-03,Bradenton-Sarasota-Venice,3.419,3.813,4.136,-1.696377228292123
2024-06-12,Bradenton-Sarasota-Venice,3.256,3.671,3.991,-4.767475870137472
2024-06-16,Bradenton-Sarasota-Venice,3.214,3.631,3.946,-1.2899262899262798
2024-06-20,Bradenton-Sarasota-Venice,3.385,3.781,4.091,5.320472930927189
2024-06-21,Bradenton-Sarasota-Venice,3.385,3.781,4.091,0.0
2024-06-23,Bradenton-Sarasota-Venice,3.35,3.777,4.084,-1.0339734121122546
2024-06-29,Bradenton-Sarasota-Venice,3.383,3.829,4.133,0.9850746268656785
2024-07-04,Bradenton-Sarasota-Venice,3.555,3.989,4.262,5.084244753177658
2024-07-09,Bradenton-Sarasota-Venice,3.454,3.885,4.191,-2.8410689170182857
2024-07-10,Bradenton-Sarasota-Venice,3.454,3.885,4.191,0.0
2024-07-12,Bradenton-Sarasota-Venice,3.566,4.009,4.299,3.242617255356106
2024-07-18,Bradenton-Sarasota-Venice,3.423,3.861,4.173,-4.010095344924281
2024-07-22,Bradenton-Sarasota-Venice,3.285,3.714,4.015,-4.03155127081507
2024-07-24,Bradenton-Sarasota-Venice,3.47,3.893,4.191,5.631659056316596
2024-07-25,Bradenton-Sarasota-Venice,3.47,3.893,4.191,0.0
2024-08-01,Bradenton-Sarasota-Venice,3.394,3.833,4.136,-2.1902017291066334
2024-08-11,Bradenton-Sarasota-Venice,3.305,3.749,4.065,-2.6222746022392496
2024-08-16,Bradenton-Sarasota-Venice,3.336,3.781,4.095,0.9379727685325134
2024-08-17,Bradenton-Sarasota-Venice,3.336,3.781,4.095,0.0
2024-08-18,Bradenton-Sarasota-Venice,3.277,3.736,4.033,-1.7685851318944734
2024-08-19,Bradenton-Sarasota-Venice,3.251,3.688,4.007,-0.7934086054318001
2024-08-20,Bradenton-Sarasota-Venice,3.251,3.688,4.007,0.0
2024-09-07,Bradenton-Sarasota-Venice,3.162,3.633,3.938,-2.737619194094121
2024-09-09,Bradenton-Sarasota-Venice,3.072,3.53,3.831,-2.8462998102466774
2024-09-16,Bradenton-Sarasota-Venice,3.058,3.521,3.83,-0.45572916666667407
2024-09-19,Bradenton-Sarasota-Venice,3.162,3.633,3.939,3.4009156311314515
2024-09-21,Bradenton-Sarasota-Venice,3.104,3.587,3.881,-1.834282099936746
2024-09-23,Bradenton-Sarasota-Venice,3.104,3.587,3.881,0.0
2024-09-24,Bradenton-Sarasota-Venice,3.139,3.594,3.898,1.1275773195876138
2024-09-25,Bradenton-Sarasota-Venice,3.139,3.594,3.898,0.0
2024-09-26,Bradenton-Sarasota-Venice,3.185,3.645,3.958,1.4654348518636562
2024-09-27,Bradenton-Sarasota-Venice,3.186,3.653,3.953,0.031397174254310656
2024-10-01,Bradenton-Sarasota-Venice,3.179,3.651,3.957,-0.2197112366603915
2024-10-02,Bradenton-Sarasota-Venice,3.161,3.645,3.949,-0.5662157911292764
2024-10-04,Bradenton-Sarasota-Venice,3.134,3.607,3.919,-0.8541600759253476
2024-10-06,Bradenton-Sarasota-Venice,3.107,3.566,3.879,-0.8615188257817374
2024-10-09,Bradenton-Sarasota-Venice,3.107,3.573,3.89,0.0
2024-10-13,Bradenton-Sarasota-Venice,3.094,3.528,3.822,-0.4184100418410108
2024-10-21,Bradenton-Sarasota-Venice,3.081,3.536,3.849,-0.42016806722688926
2024-11-01,Bradenton-Sarasota-Venice,3.025,3.489,3.798,-1.8175916910094125
2024-11-02,Bradenton-Sarasota-Venice,3.025,3.489,3.798,0.0
2024-11-04,Bradenton-Sarasota-Venice,2.954,3.413,3.712,-2.347107438016516
2024-11-05,Bradenton-Sarasota-Venice,3.095,3.58,3.866,4.773188896411651
2024-11-06,Bradenton-Sarasota-Venice,3.15,3.624,3.918,1.7770597738287375
2024-11-07,Bradenton-Sarasota-Venice,3.167,3.638,3.933,0.5396825396825289
2024-11-08,Bradenton-Sarasota-Venice,3.16,3.637,3.929,-0.22102936532995
2024-11-10,Bradenton-Sarasota-Venice,3.121,3.585,3.89,-1.23417721518988
2024-11-11,Bradenton-Sarasota-Venice,3.106,3.57,3.867,-0.4806151874399256
2024-11-12,Bradenton-Sarasota-Venice,3.07,3.526,3.838,-1.159047005795233
2024-11-13,Bradenton-Sarasota-Venice,3.026,3.487,3.797,-1.4332247557003241
2024-11-14,Bradenton-Sarasota-Venice,2.985,3.457,3.763,-1.354923992068735
2024-11-15,Bradenton-Sarasota-Venice,3.1,3.551,3.837,3.8525963149078857
2024-11-16,Bradenton-Sarasota-Venice,3.151,3.616,3.904,1.645161290322572
2024-11-17,Bradenton-Sarasota-Venice,3.148,3.616,3.915,-0.09520787051728874
2024-11-18,Bradenton-Sarasota-Venice,3.127,3.589,3.893,-0.6670902160101799
2024-11-19,Bradenton-Sarasota-Venice,3.094,3.565,3.86,-1.0553245922609533
2024-11-20,Bradenton-Sarasota-Venice,3.068,3.534,3.827,-0.8403361344537785
2024-11-21,Bradenton-Sarasota-Venice,3.035,3.492,3.793,-1.0756192959582744
2024-11-22,Bradenton-Sarasota-Venice,2.997,3.46,3.762,-1.252059308072495
2024-11-24,Bradenton-Sarasota-Venice,3.151,3.615,3.916,5.138471805138467
2024-11-25,Bradenton-Sarasota-Venice,3.153,3.624,3.911,0.0634719136782147
2024-11-26,Bradenton-Sarasota-Venice,3.129,3.592,3.885,-0.7611798287345373
2024-11-27,Bradenton-Sarasota-Venice,3.152,3.608,3.893,0.7350591243208804
2024-11-28,Bradenton-Sarasota-Venice,3.163,3.628,3.921,0.34898477157359054
2024-12-01,Bradenton-Sarasota-Venice,3.114,3.574,3.872,-1.5491621877963935
2024-12-02,Bradenton-Sarasota-Venice,3.1,3.56,3.857,-0.4495825305073753
2024-12-03,Bradenton-Sarasota-Venice,3.065,3.527,3.818,-1.1290322580645218
2024-12-05,Bradenton-Sarasota-Venice,2.993,3.446,3.743,-2.3491027732463365
2024-12-06,Bradenton-Sarasota-Venice,2.959,3.408,3.711,-1.1359839625793455
2024-12-07,Bradenton-Sarasota-Venice,3.051,3.531,3.818,3.10915849949307
2024-12-08,Bradenton-Sarasota-Venice,3.133,3.597,3.893,2.687643395607986
2024-12-09,Bradenton-Sarasota-Venice,3.154,3.623,3.919,0.670284072773697
2024-12-10,Bradenton-Sarasota-Venice,3.134,3.601,3.892,-0.6341154090044432
2024-12-11,Bradenton-Sarasota-Venice,3.102,3.568,3.865,-1.021059349074671
2024-12-12,Bradenton-Sarasota-Venice,3.057,3.526,3.82,-1.4506769825918697
2024-12-13,Bradenton-Sarasota-Venice,3.021,3.481,3.784,-1.1776251226692902
2024-12-16,Bradenton-Sarasota-Venice,3.163,3.619,3.912,4.700430321085736
2024-12-17,Bradenton-Sarasota-Venice,3.147,3.603,3.893,-0.5058488776478076
2024-12-18,Bradenton-Sarasota-Venice,3.119,3.574,3.876,-0.8897362567524492
2024-12-19,Bradenton-Sarasota-Venice,3.08,3.547,3.84,-1.2504007694774
2024-12-20,Bradenton-Sarasota-Venice,3.047,3.521,3.804,-1.0714285714285676
2024-12-23,Bradenton-Sarasota-Venice,2.985,3.45,3.732,-2.0347883163767677
2024-12-24,Bradenton-Sarasota-Venice,3.099,3.571,3.864,3.8190954773869468
2024-12-27,Bradenton-Sarasota-Venice,3.114,3.576,3.874,0.4840271055178924
2024-12-28,Bradenton-Sarasota-Venice,3.089,3.549,3.848,-0.8028259473346178
2024-12-29,Bradenton-Sarasota-Venice,3.071,3.526,3.811,-0.5827128520556779
2024-12-30,Bradenton-Sarasota-Venice,3.057,3.514,3.798,-0.4558775643113022
2025-01-01,Bradenton-Sarasota-Venice,3.103,3.577,3.87,1.504743212299653
2025-01-02,Bradenton-Sarasota-Venice,3.139,3.601,3.894,1.1601675797615174
2025-01-03,Bradenton-Sarasota-Venice,3.159,3.617,3.903,0.6371455877667964
2025-01-05,Bradenton-Sarasota-Venice,3.114,3.569,3.853,-1.4245014245014231
2025-01-06,Bradenton-Sarasota-Venice,3.09,3.545,3.823,-0.770712909441229
2025-01-07,Bradenton-Sarasota-Venice,3.058,3.5,3.804,-1.035598705501617
2025-01-08,Bradenton-Sarasota-Venice,3.029,3.471,3.772,-0.9483322432962682
2025-01-09,Bradenton-Sarasota-Venice,3.116,3.589,3.875,2.872235061076278
2025-01-11,Bradenton-Sarasota-Venice,3.148,3.61,3.889,1.0269576379974277
2025-01-13,Bradenton-Sarasota-Venice,3.091,3.546,3.838,-1.8106734434561567
2025-01-14,Bradenton-Sarasota-Venice,3.195,3.67,3.942,3.3646069233257636
2025-01-15,Bradenton-Sarasota-Venice,3.261,3.727,3.998,2.0657276995305285
2025-01-16,Bradenton-Sarasota-Venice,3.265,3.725,4.003,0.12266176019626318
2025-01-17,Bradenton-Sarasota-Venice,3.247,3.706,3.992,-0.5513016845329344
2025-01-18,Bradenton-Sarasota-Venice,3.222,3.686,3.967,-0.7699414844471786
2025-01-19,Bradenton-Sarasota-Venice,3.206,3.675,3.954,-0.4965859714463061
2025-01-20,Bradenton-Sarasota-Venice,3.181,3.64,3.922,-0.7797878976918304
2025-01-21,Bradenton-Sarasota-Venice,3.155,3.614,3.905,-0.8173530336372248
2025-01-23,Bradenton-Sarasota-Venice,3.086,3.534,3.838,-2.187004754358157
2025-01-24,Bradenton-Sarasota-Venice,3.197,3.67,3.958,3.596889176928064
2025-01-26,Bradenton-Sarasota-Venice,3.234,3.68,3.974,1.1573350015639638
2025-01-27,Bradenton-Sarasota-Venice,3.213,3.657,3.951,-0.649350649350644
2025-01-28,Bradenton-Sarasota-Venice,3.182,3.623,3.919,-0.9648303765950828
2025-01-30,Bradenton-Sarasota-Venice,3.1,3.542,3.845,-2.5769956002514083
2025-02-01,Bradenton-Sarasota-Venice,3.026,3.477,3.788,-2.3870967741935534
2025-02-02,Bradenton-Sarasota-Venice,3.005,3.457,3.764,-0.6939854593522754
2025-02-03,Bradenton-Sarasota-Venice,2.994,3.432,3.739,-0.3660565723793585
2025-02-04,Bradenton-Sarasota-Venice,3.155,3.651,3.953,5.377421509686031
2025-02-06,Bradenton-Sarasota-Venice,3.251,3.73,4.011,3.042789223454845
2025-02-07,Bradenton-Sarasota-Venice,3.251,3.73,4.011,0.0
2025-02-09,Bradenton-Sarasota-Venice,3.179,3.64,3.925,-2.214703168255927
2025-02-10,Bradenton-Sarasota-Venice,3.163,3.611,3.897,-0.5033029254482568
2025-02-11,Bradenton-Sarasota-Venice,3.123,3.569,3.871,-1.2646221941194913
2025-02-12,Bradenton-Sarasota-Venice,3.087,3.542,3.845,-1.1527377521613813
2025-02-13,Bradenton-Sarasota-Venice,3.055,3.514,3.807,-1.0366051182377767
2025-02-15,Bradenton-Sarasota-Venice,2.991,3.439,3.738,-2.0949263502454962
2025-02-16,Bradenton-Sarasota-Venice,2.981,3.427,3.727,-0.33433634236041954
2025-02-17,Bradenton-Sarasota-Venice,2.965,3.4,3.707,-0.536732640053672
2025-02-18,Bradenton-Sarasota-Venice,3.118,3.601,3.885,5.160202360876909
2025-02-19,Bradenton-Sarasota-Venice,3.17,3.631,3.922,1.6677357280307836
2025-02-20,Bradenton-Sarasota-Venice,3.166,3.626,3.925,-0.12618296529968154
2025-02-21,Bradenton-Sarasota-Venice,3.141,3.604,3.894,-0.7896399241945629
2025-02-22,Bradenton-Sarasota-Venice,3.102,3.567,3.866,-1.241642788920727
2025-02-23,Bradenton-Sarasota-Venice,3.076,3.522,3.837,-0.8381689232752954
2025-02-25,Bradenton-Sarasota-Venice,3.125,3.599,3.89,1.5929778933680083
2025-02-26,Bradenton-Sarasota-Venice,3.161,3.631,3.914,1.1519999999999975
2025-02-27,Bradenton-Sarasota-Venice,3.149,3.614,3.916,-0.3796267004112619
2025-02-28,Bradenton-Sarasota-Venice,3.116,3.579,3.882,-1.0479517307081632
2025-03-01,Bradenton-Sarasota-Venice,3.08,3.542,3.841,-1.1553273427471145
2025-03-02,Bradenton-Sarasota-Venice,3.062,3.512,3.81,-0.5844155844155874
2025-03-03,Bradenton-Sarasota-Venice,3.039,3.476,3.783,-0.7511430437622368
2025-03-04,Bradenton-Sarasota-Venice,2.999,3.437,3.755,-1.3162224415926294
2025-03-06,Bradenton-Sarasota-Venice,3.162,3.623,3.912,5.435145048349432
2025-03-07,Bradenton-Sarasota-Venice,3.153,3.616,3.913,-0.2846299810246644
2025-03-08,Bradenton-Sarasota-Venice,3.113,3.576,3.877,-1.2686330478908991
2025-03-09,Bradenton-Sarasota-Venice,3.086,3.545,3.851,-0.867330549309353
2025-03-10,Bradenton-Sarasota-Venice,3.069,3.522,3.811,-0.550874918988975
2025-03-11,Bradenton-Sarasota-Venice,3.031,3.483,3.78,-1.23818833496252
2025-03-12,Bradenton-Sarasota-Venice,2.995,3.456,3.757,-1.187726822830748
2025-03-13,Bradenton-Sarasota-Venice,2.957,3.406,3.716,-1.2687813021702965
2025-03-14,Bradenton-Sarasota-Venice,3.114,3.594,3.874,5.309435238417315
2025-03-15,Bradenton-Sarasota-Venice,3.147,3.607,3.898,1.0597302504816941
2025-03-16,Bradenton-Sarasota-Venice,3.128,3.588,3.888,-0.6037496027962996
2025-03-17,Bradenton-Sarasota-Venice,3.109,3.55,3.865,-0.6074168797953972
2025-03-18,Bradenton-Sarasota-Venice,3.07,3.521,3.831,-1.2544226439369588
2025-03-19,Bradenton-Sarasota-Venice,3.017,3.468,3.779,-1.7263843648208432
2025-03-20,Bradenton-Sarasota-Venice,2.979,3.416,3.736,-1.2595293337752667
2025-03-21,Bradenton-Sarasota-Venice,2.947,3.386,3.704,-1.0741859684457844
2025-03-22,Bradenton-Sarasota-Venice,2.933,3.37,3.682,-0.47505938242281553
2025-03-24,Bradenton-Sarasota-Venice,2.915,3.343,3.647,-0.6137061029662383
2025-03-25,Bradenton-Sarasota-Venice,3.102,3.576,3.872,6.41509433962264
2025-03-26,Bradenton-Sarasota-Venice,3.152,3.62,3.925,1.611863313990991
2025-03-27,Bradenton-Sarasota-Venice,3.165,3.63,3.926,0.4124365482233383
2025-03-28,Bradenton-Sarasota-Venice,3.148,3.609,3.911,-0.5371248025276443
2025-03-29,Bradenton-Sarasota-Venice,3.108,3.558,3.868,-1.270648030495558
2025-03-30,Bradenton-Sarasota-Venice,3.083,3.526,3.836,-0.8043758043758009
2025-03-31,Bradenton-Sarasota-Venice,3.063,3.498,3.8,-0.6487187804086969
2025-04-02,Bradenton-Sarasota-Venice,3.206,3.679,3.964,4.6686255305256275
2025-04-03,Bradenton-Sarasota-Venice,3.261,3.728,4.009,1.7155333749220292
2025-04-04,Bradenton-Sarasota-Venice,3.244,3.704,4.004,-0.5213124808341019
2025-04-05,Bradenton-Sarasota-Venice,3.212,3.672,3.963,-0.9864364981504337
2025-04-06,Bradenton-Sarasota-Venice,3.195,3.651,3.944,-0.5292652552926658
2025-04-07,Bradenton-Sarasota-Venice,3.181,3.638,3.929,-0.438184663536767
2025-04-08,Bradenton-Sarasota-Venice,3.223,3.689,3.985,1.3203395158755127
2025-04-09,Bradenton-Sarasota-Venice,3.231,3.696,3.989,0.24821594787465262
2025-04-10,Bradenton-Sarasota-Venice,3.204,3.662,3.959,-0.8356545961002659
2025-04-11,Bradenton-Sarasota-Venice,3.17,3.63,3.915,-1.061173533083648
2025-04-12,Bradenton-Sarasota-Venice,3.143,3.601,3.901,-0.8517350157728698
2025-04-13,Bradenton-Sarasota-Venice,3.121,3.568,3.865,-0.6999681832643878
2025-04-14,Bradenton-Sarasota-Venice,3.102,3.542,3.833,-0.6087792374239065
2025-04-15,Bradenton-Sarasota-Venice,3.065,3.527,3.82,-1.1927788523533156
2025-04-16,Bradenton-Sarasota-Venice,3.027,3.492,3.788,-1.2398042414355603
2025-04-17,Bradenton-Sarasota-Venice,3.007,3.455,3.756,-0.6607201850016509
2025-04-18,Bradenton-Sarasota-Venice,3.009,3.474,3.777,0.06651147322911388
2025-04-19,Bradenton-Sarasota-Venice,2.989,3.459,3.758,-0.6646726487205101
2025-04-20,Bradenton-Sarasota-Venice,2.977,3.438,3.745,-0.4014720642355307
2025-04-21,Bradenton-Sarasota-Venice,2.959,3.417,3.715,-0.6046355391333469
2025-04-22,Bradenton-Sarasota-Venice,3.095,3.592,3.875,4.596147347076718
2025-04-23,Bradenton-Sarasota-Venice,3.148,3.625,3.903,1.712439418416789
2025-04-24,Bradenton-Sarasota-Venice,3.141,3.606,3.898,-0.22236340533672294
2025-04-25,Bradenton-Sarasota-Venice,3.101,3.567,3.855,-1.2734797835084355
2025-04-26,Bradenton-Sarasota-Venice,3.054,3.515,3.798,-1.5156401160915878
2025-04-27,Bradenton-Sarasota-Venice,3.028,3.487,3.772,-0.8513425016371867
2025-04-28,Bradenton-Sarasota-Venice,3.006,3.452,3.751,-0.7265521796565477
2025-04-29,Bradenton-Sarasota-Venice,3.037,3.511,3.808,1.0312707917498276
2025-04-30,Bradenton-Sarasota-Venice,3.174,3.658,3.941,4.511030622324652
2025-05-01,Bradenton-Sarasota-Venice,3.216,3.68,3.972,1.3232514177693888
2025-05-02,Bradenton-Sarasota-Venice,3.178,3.64,3.934,-1.181592039801005
2025-05-03,Bradenton-Sarasota-Venice,3.13,3.592,3.901,-1.5103838892385202
2025-05-04,Bradenton-Sarasota-Venice,3.096,3.554,3.861,-1.0862619808306606
2025-05-05,Bradenton-Sarasota-Venice,3.066,3.515,3.806,-0.9689922480620283
2025-05-06,Bradenton-Sarasota-Venice,3.02,3.459,3.765,-1.5003261578603988
2025-05-07,Bradenton-Sarasota-Venice,2.983,3.422,3.729,-1.2251655629139102
2025-05-08,Bradenton-Sarasota-Venice,2.94,3.387,3.694,-1.4415018437814342
2025-05-09,Bradenton-Sarasota-Venice,2.905,3.351,3.674,-1.1904761904761973
2025-05-10,Bradenton-Sarasota-Venice,2.878,3.323,3.642,-0.929432013769349
2025-05-11,Bradenton-Sarasota-Venice,2.862,3.308,3.614,-0.5559416261292527
2025-05-12,Bradenton-Sarasota-Venice,2.843,3.281,3.593,-0.663871418588402
2025-05-13,Bradenton-Sarasota-Venice,3.044,3.524,3.818,7.069996482588814
2025-05-14,Bradenton-Sarasota-Venice,3.144,3.611,3.895,3.285151116951379
2025-05-15,Bradenton-Sarasota-Venice,3.141,3.614,3.889,-0.0954198473282486
2025-05-16,Bradenton-Sarasota-Venice,3.101,3.556,3.85,-1.2734797835084355
2025-05-17,Bradenton-Sarasota-Venice,3.063,3.518,3.816,-1.2254111576910587
2025-05-18,Bradenton-Sarasota-Venice,3.024,3.473,3.766,-1.2732615083251742
2025-05-19,Bradenton-Sarasota-Venice,2.999,3.434,3.737,-0.8267195767195701
2025-05-20,Bradenton-Sarasota-Venice,2.965,3.4,3.701,-1.133711237079038
2025-05-21,Bradenton-Sarasota-Venice,3.113,3.577,3.874,4.991568296795967
2025-05-22,Bradenton-Sarasota-Venice,3.165,3.61,3.904,1.6704143912624536
2025-05-23,Bradenton-Sarasota-Venice,3.147,3.615,3.908,-0.5687203791469253
2025-05-24,Bradenton-Sarasota-Venice,3.111,3.577,3.863,-1.143946615824587
2025-05-25,Bradenton-Sarasota-Venice,3.083,3.54,3.834,-0.9000321440051473
2025-05-26,Bradenton-Sarasota-Venice,3.059,3.492,3.801,-0.7784625364904318
2025-05-27,Bradenton-Sarasota-Venice,3.039,3.477,3.784,-0.6538084341287997
2025-05-28,Bradenton-Sarasota-Venice,3.004,3.446,3.763,-1.151694636393552
2025-05-29,Bradenton-Sarasota-Venice,3.12,3.588,3.894,3.8615179760319585
2025-05-30,Bradenton-Sarasota-Venice,3.161,3.608,3.915,1.3141025641025594
2025-05-31,Bradenton-Sarasota-Venice,3.133,3.596,3.886,-0.8857956342929407
2025-06-01,Bradenton-Sarasota-Venice,3.107,3.575,3.864,-0.8298755186721962
2025-06-02,Bradenton-Sarasota-Venice,3.09,3.543,3.838,-0.547151593176709
2025-06-03,Bradenton-Sarasota-Venice,3.048,3.484,3.8,-1.3592233009708687
2025-06-04,Bradenton-Sarasota-Venice,3.007,3.458,3.769,-1.3451443569553745
2025-06-05,Bradenton-Sarasota-Venice,3.105,3.579,3.882,3.2590621882274684
2025-06-07,Bradenton-Sarasota-Venice,3.131,3.593,3.9,0.8373590982286627
