metro_fips,metro,metro_ascii,metro_full,county_name,county_fips,state_id,state_name,lat_x,lng_x,population,met,lat_y,lng_y
47300,"Visalia, CA","Visalia, CA","Visalia, CA",Tulare,6107,CA,California,36.2202,-118.8005,483546,"Visalia, CA",,
48900,"Wilmington, NC","Wilmington, NC","Wilmington, NC",Brunswick,37019,NC,North Carolina,34.2907,-78.0514,480522,"Wilmington, NC",,
29620,Lansing,Lansing,"Lansing-East Lansing, MI",Eaton,26045,MI,Michigan,42.7133,-84.607,479971,Lansing,,
49620,York,York,"York-Hanover, PA",York,42133,PA,Pennsylvania,39.92,-76.7265,471240,York,,
44140,"Springfield, MA","Springfield, MA","Springfield, MA",Hampden,25013,MA,Massachusetts,42.1351,-72.6316,464151,"Springfield, MA",,
23060,"Fort Wayne, IN","Fort Wayne, IN","Fort Wayne, IN",Allen,18003,IN,Indiana,41.0054,-85.2168,462978,"Fort Wayne, IN",,
47930,Waterbury,Waterbury,"Waterbury-Shelton, CT",Naugatuck Valley,9140,CT,Connecticut,41.5231,-73.086,462220,Waterbury,,
46700,"Vallejo, CA","Vallejo, CA","Vallejo, CA",Solano,6095,CA,California,38.27,-121.9328,455101,"Vallejo, CA",,
18580,"Corpus Christi, TX","Corpus Christi, TX","Corpus Christi, TX",Nueces,48355,TX,Texas,27.8951,-97.4811,448853,"Corpus Christi, TX",,
42200,Santa Maria,Santa Maria,"Santa Maria-Santa Barbara, CA",Santa Barbara,6083,CA,California,34.6729,-120.0169,444500,Santa Maria,,
41420,"Salem, OR","Salem, OR","Salem, OR",Marion,41047,OR,Oregon,44.9034,-122.9032,443416,"Salem, OR",,
39740,"Reading, PA","Reading, PA","Reading, PA",Berks,42011,PA,Pennsylvania,40.4163,-75.926,439117,"Reading, PA",,
41500,"Salinas, CA","Salinas, CA","Salinas, CA",Monterey,6053,CA,California,36.2171,-121.2388,436251,"Salinas, CA",,
15180,Brownsville,Brownsville,"Brownsville-Harlingen, TX",Cameron,48061,TX,Texas,26.1333,-97.5187,431874,Brownsville,,
42340,"Savannah, GA","Savannah, GA","Savannah, GA",Chatham,13051,GA,Georgia,32.1306,-81.3019,431589,"Savannah, GA",,
31700,Manchester,Manchester,"Manchester-Nashua, NH",Hillsborough,33011,NH,New Hampshire,42.9153,-71.7161,430462,Manchester,,
36100,"Ocala, FL","Ocala, FL","Ocala, FL",Marion,12083,FL,Florida,29.2102,-82.0567,428905,"Ocala, FL",,
25060,Gulfport,Gulfport,"Gulfport-Biloxi, MS",Jackson,28059,MS,Mississippi,30.5569,-89.0377,426793,Gulfport,,
49660,Youngstown,Youngstown,"Youngstown-Warren, OH",Trumbull,39155,OH,Ohio,41.1962,-80.7673,426086,Youngstown,,
11700,"Asheville, NC","Asheville, NC","Asheville, NC",Buncombe,37021,NC,North Carolina,35.6173,-82.571,422333,"Asheville, NC",,
29180,"Lafayette, LA","Lafayette, LA","Lafayette, LA",Vermilion,22113,LA,Louisiana,30.0509,-92.1275,419704,"Lafayette, LA",,
34940,Naples,Naples,"Naples-Marco Island, FL",Collier,12021,FL,Florida,26.1108,-81.3474,416233,Naples-Marco Island,26.1108,-81.3474
34820,Myrtle Beach,Myrtle Beach,"Myrtle Beach-Conway-North Myrtle Beach, SC",Horry,45051,SC,South Carolina,33.9216,-78.9969,413391,Myrtle Beach,,
33660,"Mobile, AL","Mobile, AL","Mobile, AL",Mobile,1097,AL,Alabama,30.7877,-88.2058,412339,"Mobile, AL",,
11260,"Anchorage, AK","Anchorage, AK","Anchorage, AK",Matanuska-Susitna,2170,AK,Alaska,62.2431,-149.5439,407213,"Anchorage, AK",,
22420,"Flint, MI","Flint, MI","Flint, MI",Genesee,26049,MI,Michigan,43.0217,-83.7067,402279,"Flint, MI",,
15940,Canton,Canton,"Canton-Massillon, OH",Stark,39151,OH,Ohio,40.7187,-81.2535,400551,Canton,,
45220,"Tallahassee, FL","Tallahassee, FL","Tallahassee, FL",Leon,12073,FL,Florida,30.405,-84.2862,399098,"Tallahassee, FL",,
13140,Beaumont,Beaumont,"Beaumont-Port Arthur, TX",Jefferson,48245,TX,Texas,30.1021,-94.2081,398733,Beaumont,,
43900,"Spartanburg, SC","Spartanburg, SC","Spartanburg, SC",Spartanburg,45083,SC,South Carolina,34.8379,-81.8476,395934,"Spartanburg, SC",,
22180,"Fayetteville, NC","Fayetteville, NC","Fayetteville, NC",Cumberland,37051,NC,North Carolina,35.0371,-78.9804,393812,"Fayetteville, NC",,
45940,Trenton,Trenton,"Trenton-Princeton, NJ",Mercer,34021,NJ,New Jersey,40.2834,-74.7018,392138,Trenton,,
33860,"Montgomery, AL","Montgomery, AL","Montgomery, AL",Montgomery,1101,AL,Alabama,32.3606,-86.4032,386587,"Montgomery, AL",,
43340,Shreveport,Shreveport,"Shreveport-Bossier City, LA",Caddo,22017,LA,Louisiana,32.4387,-93.7451,383269,Shreveport,,
21660,Eugene,Eugene,"Eugene-Springfield, OR",Lane,41039,OR,Oregon,43.9387,-122.8479,382396,Eugene,,
19340,Davenport,Davenport,"Davenport-Moline-Rock Island, IA-IL",Henry,17073,IA,Iowa,41.3969,-90.4659,381415,Davenport,,
22660,Fort Collins,Fort Collins,"Fort Collins-Loveland, CO",Larimer,8069,CO,Colorado,40.6664,-105.4611,374574,Fort Collins,,
11460,"Ann Arbor, MI","Ann Arbor, MI","Ann Arbor, MI",Washtenaw,26161,MI,Michigan,42.2532,-83.8388,373875,"Ann Arbor, MI",,
25860,Hickory,Hickory,"Hickory-Lenoir-Morganton, NC",Burke,37023,NC,North Carolina,35.8129,-81.4543,373031,Hickory,,
12100,Atlantic City,Atlantic City,"Atlantic City-Hammonton, NJ",Atlantic,34001,NJ,New Jersey,39.3737,-74.7054,372989,Atlantic City,,
24540,"Greeley, CO","Greeley, CO","Greeley, CO",Weld,8123,CO,Colorado,40.5548,-104.3925,369745,"Greeley, CO",,
31180,"Lubbock, TX","Lubbock, TX","Lubbock, TX",Hockley,48219,TX,Texas,33.4636,-101.8808,367530,"Lubbock, TX",,
26580,Huntington,Huntington,"Huntington-Ashland, WV-KY-OH",Wayne,54099,WV,West Virginia,38.3587,-82.5685,366760,Huntington,,
37900,"Peoria, IL","Peoria, IL","Peoria, IL",Tazewell,17179,IL,Illinois,40.7892,-89.5159,365668,"Peoria, IL",,
23540,"Gainesville, FL","Gainesville, FL","Gainesville, FL",Levy,12075,FL,Florida,29.5163,-82.6007,360881,"Gainesville, FL",,
30700,"Lincoln, NE","Lincoln, NE","Lincoln, NE",Lancaster,31109,NE,Nebraska,40.8199,-96.8708,351919,"Lincoln, NE",,
17300,"Clarksville, TN","Clarksville, TN","Clarksville, TN-KY",Christian,21047,TN,Tennessee,36.6929,-87.6231,344003,"Clarksville, TN",,
40420,"Rockford, IL","Rockford, IL","Rockford, IL",Winnebago,17201,IL,Illinois,42.3316,-89.0421,337103,"Rockford, IL",,
24580,"Green Bay, WI","Green Bay, WI","Green Bay, WI",Oconto,55083,WI,Wisconsin,44.773,-88.0767,334697,"Green Bay, WI",,
14500,"Boulder, CO","Boulder, CO","Boulder, CO",Boulder,8013,CO,Colorado,40.0925,-105.3577,330262,"Boulder, CO",,
17980,"Columbus, GA","Columbus, GA","Columbus, GA-AL",Russell,1113,GA,Georgia,32.4182,-84.8439,328206,"Columbus, GA",,
43780,South Bend,South Bend,"South Bend-Mishawaka, IN-MI",Cass,26027,IN,Indiana,41.7736,-86.1341,325294,South Bend,,
28420,Kennewick,Kennewick,"Kennewick-Richland, WA",Benton,53005,WA,Washington,46.3635,-119.2544,319428,Kennewick,,
40220,"Roanoke, VA","Roanoke, VA","Roanoke, VA",Franklin,51067,VA,Virginia,37.2861,-79.9466,315456,"Roanoke, VA",,
28700,Kingsport,Kingsport,"Kingsport-Bristol, TN-VA",Washington,51191,TN,Tennessee,36.6078,-82.4426,314259,Kingsport,,
25180,Hagerstown,Hagerstown,"Hagerstown-Martinsburg, MD-WV",Washington,24043,MD,Maryland,39.5499,-77.9814,312992,Hagerstown,,
18880,Crestview,Crestview,"Crestview-Fort Walton Beach-Destin, FL",Walton,12131,FL,Florida,30.6657,-86.3657,310149,Crestview,,
43620,"Sioux Falls, SD","Sioux Falls, SD","Sioux Falls, SD-MN",Minnehaha,46099,SD,South Dakota,43.5273,-96.8739,308711,"Sioux Falls, SD",,
47380,"Waco, TX","Waco, TX","Waco, TX",McLennan,48309,TX,Texas,31.5945,-97.2829,305814,"Waco, TX",,
36500,Olympia,Olympia,"Olympia-Lacey-Tumwater, WA",Thurston,53067,WA,Washington,46.9256,-122.8333,302912,Olympia,,
32900,"Merced, CA","Merced, CA","Merced, CA",Merced,6047,CA,California,37.1919,-120.7177,296774,"Merced, CA",,
30980,"Longview, TX","Longview, TX","Longview, TX",Rusk,48401,TX,Texas,32.4311,-94.6752,295490,"Longview, TX",,
17780,College Station,College Station,"College Station-Bryan, TX",Robertson,48395,TX,Texas,30.7565,-96.489,288771,College Station,,
46540,Utica,Utica,"Utica-Rome, NY",Herkimer,36043,NY,New York,43.3371,-75.1814,287932,Utica,,
35980,Norwich,Norwich,"Norwich-New London-Willimantic, CT",Southeastern Connecticut,9180,CT,Connecticut,41.5023,-72.1,282602,Norwich,,
42020,San Luis Obispo,San Luis Obispo,"San Luis Obispo-Paso Robles, CA",San Luis Obispo,6079,CA,California,35.3871,-120.4044,281843,San Luis Obispo,,
20260,"Duluth, MN","Duluth, MN","Duluth, MN-WI",St. Louis,27137,MN,Minnesota,47.3333,-92.4089,281815,"Duluth, MN",,
14740,Bremerton,Bremerton,"Bremerton-Silverdale-Port Orchard, WA",Kitsap,53035,WA,Washington,47.6127,-122.6762,281420,Bremerton,,
46220,"Tuscaloosa, AL","Tuscaloosa, AL","Tuscaloosa, AL",Tuscaloosa,1125,AL,Alabama,33.1098,-87.7645,281081,"Tuscaloosa, AL",,
16300,"Cedar Rapids, IA","Cedar Rapids, IA","Cedar Rapids, IA",Linn,19113,IA,Iowa,42.0915,-91.6313,278677,"Cedar Rapids, IA",,
11100,"Amarillo, TX","Amarillo, TX","Amarillo, TX",Oldham,48359,TX,Texas,35.2489,-101.9095,278330,"Amarillo, TX",,
43640,Slidell,Slidell,"Slidell-Mandeville-Covington, LA",St. Tammany,22103,LA,Louisiana,30.4103,-89.9584,277615,Slidell,,
29700,"Laredo, TX","Laredo, TX","Laredo, TX",Webb,48479,TX,Texas,27.7611,-99.3315,272823,"Laredo, TX",,
21780,"Evansville, IN","Evansville, IN","Evansville, IN",Posey,18129,IN,Indiana,38.0488,-87.5818,271793,"Evansville, IN",,
22020,"Fargo, ND","Fargo, ND","Fargo, ND-MN",Cass,38017,ND,North Dakota,46.9178,-96.9655,267793,"Fargo, ND",,
21500,"Erie, PA","Erie, PA","Erie, PA",Erie,42049,PA,Pennsylvania,41.9925,-80.0327,267750,"Erie, PA",,
31340,"Lynchburg, VA","Lynchburg, VA","Lynchburg, VA",Bedford,51019,VA,Virginia,37.365,-79.2198,267427,"Lynchburg, VA",,
28020,Kalamazoo,Kalamazoo,"Kalamazoo-Portage, MI",Kalamazoo,26077,MI,Michigan,42.2455,-85.5312,264780,Kalamazoo,,
13460,"Bend, OR","Bend, OR","Bend, OR",Deschutes,41017,OR,Oregon,44.1663,-120.8839,264407,"Bend, OR",,
42100,Santa Cruz,Santa Cruz,"Santa Cruz-Watsonville, CA",Santa Cruz,6087,CA,California,37.0562,-122.0018,262406,Santa Cruz,,
19300,Daphne,Daphne,"Daphne-Fairhope-Foley, AL",Baldwin,1003,AL,Alabama,30.7277,-87.7226,261608,Daphne,,
49420,"Yakima, WA","Yakima, WA","Yakima, WA",Yakima,53077,WA,Washington,46.4571,-120.7385,258523,"Yakima, WA",,
39150,Prescott Valley,Prescott Valley,"Prescott Valley-Prescott, AZ",Yavapai,4025,AZ,Arizona,34.5998,-112.5538,252013,Prescott Valley,,
46340,"Tyler, TX","Tyler, TX","Tyler, TX",Smith,48423,TX,Texas,32.375,-95.2692,249091,"Tyler, TX",,
11540,"Appleton, WI","Appleton, WI","Appleton, WI",Outagamie,55087,WI,Wisconsin,44.289,-88.3712,248992,"Appleton, WI",,
13780,"Binghamton, NY","Binghamton, NY","Binghamton, NY",Broome,36007,NY,New York,42.1645,-76.0251,243971,"Binghamton, NY",,
29340,"Lake Charles, LA","Lake Charles, LA","Lake Charles, LA",Cameron,22023,LA,Louisiana,30.0661,-93.173,243719,"Lake Charles, LA",,
16580,Champaign,Champaign,"Champaign-Urbana, IL",Champaign,17019,IL,Illinois,40.2267,-88.2945,243252,Champaign,,
25940,Hilton Head Island,Hilton Head Island,"Hilton Head Island-Bluffton-Port Royal, SC",Beaufort,45013,SC,South Carolina,32.4109,-80.8773,237393,Hilton Head Island,,
31420,Macon,Macon,"Macon-Bibb County, GA",Monroe,13207,GA,Georgia,32.8577,-83.7149,236551,Macon,,
13380,"Bellingham, WA","Bellingham, WA","Bellingham, WA",Whatcom,53073,WA,Washington,48.8259,-121.7199,234954,"Bellingham, WA",,
22900,"Fort Smith, AR","Fort Smith, AR","Fort Smith, AR-OK",Sequoyah,40135,AR,Arkansas,35.4392,-94.4484,232848,"Fort Smith, AR",,
45820,"Topeka, KS","Topeka, KS","Topeka, KS",Wabaunsee,20197,KS,Kansas,39.0438,-95.8031,232648,"Topeka, KS",,
12700,"Barnstable Town, MA","Barnstable Town, MA","Barnstable Town, MA",Barnstable,25001,MA,Massachusetts,41.7244,-70.2903,232570,"Barnstable Town, MA",,
29200,Lafayette,Lafayette,"Lafayette-West Lafayette, IN",Tippecanoe,18157,IN,Indiana,40.4772,-87.0234,231353,Lafayette,,
40340,"Rochester, MN","Rochester, MN","Rochester, MN",Fillmore,27045,MN,Minnesota,43.956,-92.3381,230742,"Rochester, MN",,
15540,Burlington,Burlington,"Burlington-South Burlington, VT",Franklin,50011,VT,Vermont,44.6868,-73.0315,229550,Burlington,,
29740,"Las Cruces, NM","Las Cruces, NM","Las Cruces, NM",Doña Ana,35013,NM,New Mexico,32.3526,-106.8328,229366,"Las Cruces, NM",,
29420,Lake Havasu City,Lake Havasu City,"Lake Havasu City-Kingman, AZ",Mohave,4015,AZ,Arizona,35.7041,-113.7579,226479,Lake Havasu City,,
37460,Panama City,Panama City,"Panama City-Panama City Beach, FL",Bay,12005,FL,Florida,30.4075,-85.6388,226221,Panama City-Panama City Beach,30.4075,-85.6388
16820,"Charlottesville, VA","Charlottesville, VA","Charlottesville, VA",Albemarle,51003,VA,Virginia,37.9501,-78.593,226140,"Charlottesville, VA",,
33740,"Monroe, LA","Monroe, LA","Monroe, LA",Union,22111,LA,Louisiana,32.6718,-92.0496,222072,"Monroe, LA",,
12020,Athens,Athens,"Athens-Clarke County, GA",Oglethorpe,13221,GA,Georgia,33.949,-83.2138,221801,Athens,,
23580,"Gainesville, GA","Gainesville, GA","Gainesville, GA",Hall,13139,GA,Georgia,34.3171,-83.8196,221745,"Gainesville, GA",,
32780,"Medford, OR","Medford, OR","Medford, OR",Jackson,41029,OR,Oregon,42.4322,-122.7285,221331,"Medford, OR",,
49740,"Yuma, AZ","Yuma, AZ","Yuma, AZ",Yuma,4027,AZ,Arizona,32.7695,-113.9056,220310,"Yuma, AZ",,
17860,"Columbia, MO","Columbia, MO","Columbia, MO",Boone,29019,MO,Missouri,38.9838,-92.5793,217988,"Columbia, MO",,
27740,"Johnson City, TN","Johnson City, TN","Johnson City, TN",Carter,47019,TN,Tennessee,36.2538,-82.3345,215679,"Johnson City, TN",,
27340,"Jacksonville, NC","Jacksonville, NC","Jacksonville, NC",Onslow,37133,NC,North Carolina,34.7322,-77.4322,212954,"Jacksonville, NC",,
39460,"Punta Gorda, FL","Punta Gorda, FL","Punta Gorda, FL",Charlotte,12015,FL,Florida,26.9058,-81.9114,212122,"Punta Gorda, FL",,
30500,"Lexington Park, MD","Lexington Park, MD","Lexington Park, MD",St. Mary's,24037,MD,Maryland,38.3921,-76.592,211382,"Lexington Park, MD",,
17020,"Chico, CA","Chico, CA","Chico, CA",Butte,6007,CA,California,39.6669,-121.6007,208334,"Chico, CA",,
41100,"St. George, UT","St. George, UT","St. George, UT",Washington,49053,UT,Utah,37.2804,-113.5047,207943,"St. George, UT",,
21140,Elkhart,Elkhart,"Elkhart-Goshen, IN",Elkhart,18039,IN,Indiana,41.5974,-85.8587,207436,Elkhart,,
27900,"Joplin, MO","Joplin, MO","Joplin, MO-KS",Jasper,29097,MO,Missouri,37.0924,-94.5011,207131,"Joplin, MO",,
44100,"Springfield, IL","Springfield, IL","Springfield, IL",Sangamon,17167,IL,Illinois,39.8296,-89.6969,206371,"Springfield, IL",,
41060,"St. Cloud, MN","St. Cloud, MN","St. Cloud, MN",Stearns,27145,MN,Minnesota,45.5859,-94.4721,205878,"St. Cloud, MN",,
12220,Auburn,Auburn,"Auburn-Opelika, AL",Lee,1081,AL,Alabama,32.4939,-85.5235,205355,Auburn,,
47580,"Warner Robins, GA","Warner Robins, GA","Warner Robins, GA",Houston,13153,GA,Georgia,32.4903,-83.712,204110,"Warner Robins, GA",,
22500,"Florence, SC","Florence, SC","Florence, SC",Florence,45041,SC,South Carolina,34.152,-79.8084,200474,"Florence, SC",,
16620,"Charleston, WV","Charleston, WV","Charleston, WV",Kanawha,54039,WV,West Virginia,38.2717,-81.4917,200122,"Charleston, WV",,
26380,Houma,Houma,"Houma-Bayou Cane-Thibodaux, LA",Terrebonne,22109,LA,Louisiana,29.4838,-90.6656,199206,Houma,,
39540,Racine,Racine,"Racine-Mount Pleasant, WI",Racine,55101,WI,Wisconsin,42.7475,-88.0613,198651,Racine,,
14540,"Bowling Green, KY","Bowling Green, KY","Bowling Green, KY",Warren,21227,KY,Kentucky,37.0386,-86.407,197734,"Bowling Green, KY",,
20100,"Dover, DE","Dover, DE","Dover, DE",Kent,10001,DE,Delaware,39.086,-75.5686,192690,"Dover, DE",,
13740,"Billings, MT","Billings, MT","Billings, MT",Yellowstone,30111,MT,Montana,45.64,-108.8219,192531,"Billings, MT",,
17660,"Coeur d'Alene, ID","Coeur d'Alene, ID","Coeur d'Alene, ID",Kootenai,16055,ID,Idaho,47.6744,-116.7018,188323,"Coeur d'Alene, ID",,
33260,"Midland, TX","Midland, TX","Midland, TX",Martin,48317,TX,Texas,32.0897,-101.991,188071,"Midland, TX",,
40980,"Saginaw, MI","Saginaw, MI","Saginaw, MI",Saginaw,26145,MI,Michigan,43.335,-84.0532,187714,"Saginaw, MI",,
49700,"Yuba City, CA","Yuba City, CA","Yuba City, CA",Yuba,6115,CA,California,39.1553,-121.5179,186014,"Yuba City, CA",,
27180,"Jackson, TN","Jackson, TN","Jackson, TN",Gibson,47053,TN,Tennessee,35.7463,-88.8811,183680,"Jackson, TN",,
13980,Blacksburg,Blacksburg,"Blacksburg-Christiansburg-Radford, VA",Montgomery,51121,VA,Virginia,37.1209,-80.5329,183318,Blacksburg,,
15500,"Burlington, NC","Burlington, NC","Burlington, NC",Alamance,37001,NC,North Carolina,36.0437,-79.3995,183040,"Burlington, NC",,
28740,"Kingston, NY","Kingston, NY","Kingston, NY",Ulster,36111,NY,New York,41.8881,-74.2586,182977,"Kingston, NY",,
26980,"Iowa City, IA","Iowa City, IA","Iowa City, IA",Johnson,19103,IA,Iowa,41.5113,-91.65,182711,"Iowa City, IA",,
10180,"Abilene, TX","Abilene, TX","Abilene, TX",Jones,48253,TX,Texas,32.4497,-99.7177,181969,"Abilene, TX",,
20940,"El Centro, CA","El Centro, CA","El Centro, CA",Imperial,6025,CA,California,33.0395,-115.3653,181724,"El Centro, CA",,
39820,"Redding, CA","Redding, CA","Redding, CA",Shasta,6089,CA,California,40.7637,-122.0405,181121,"Redding, CA",,
24780,"Greenville, NC","Greenville, NC","Greenville, NC",Pitt,37147,NC,North Carolina,35.5933,-77.3745,180783,"Greenville, NC",,
34740,Muskegon,Muskegon,"Muskegon-Norton Shores, MI",Muskegon,26121,MI,Michigan,43.2912,-86.152,177428,Muskegon,,
20740,"Eau Claire, WI","Eau Claire, WI","Eau Claire, WI",Chippewa,55017,WI,Wisconsin,44.9388,-91.2822,176153,"Eau Claire, WI",,
36780,Oshkosh,Oshkosh,"Oshkosh-Neenah, WI",Winnebago,55139,WI,Wisconsin,44.0689,-88.6446,173307,Oshkosh,,
42680,Sebastian,Sebastian,"Sebastian-Vero Beach-West Vero Corridor, FL",Indian River,12061,FL,Florida,27.6943,-80.6064,172139,Sebastian,,
14010,"Bloomington, IL","Bloomington, IL","Bloomington, IL",McLean,17113,IL,Illinois,40.4909,-88.8473,172069,"Bloomington, IL",,
26820,"Idaho Falls, ID","Idaho Falls, ID","Idaho Falls, ID",Butte,16023,ID,Idaho,43.6225,-112.4279,171773,"Idaho Falls, ID",,
29100,La Crosse,La Crosse,"La Crosse-Onalaska, WI-MN",Vernon,55123,WI,Wisconsin,43.6983,-91.1076,170763,La Crosse,,
26140,"Homosassa Springs, FL","Homosassa Springs, FL","Homosassa Springs, FL",Citrus,12017,FL,Florida,28.8489,-82.4794,170174,"Homosassa Springs, FL",,
47940,Waterloo,Waterloo,"Waterloo-Cedar Falls, IA",Black Hawk,19013,IA,Iowa,42.5362,-92.4712,170081,Waterloo,,
36220,"Odessa, TX","Odessa, TX","Odessa, TX",Ector,48135,TX,Texas,31.8692,-102.5429,170022,"Odessa, TX",,
39380,"Pueblo, CO","Pueblo, CO","Pueblo, CO",Pueblo,8101,CO,Colorado,38.1735,-104.5127,169866,"Pueblo, CO",,
28450,"Kenosha, WI","Kenosha, WI","Kenosha, WI",Kenosha,55059,WI,Wisconsin,42.5769,-88.0424,168754,"Kenosha, WI",,
45460,"Terre Haute, IN","Terre Haute, IN","Terre Haute, IN",Sullivan,18153,IN,Indiana,39.3919,-87.344,166552,"Terre Haute, IN",,
27500,Janesville,Janesville,"Janesville-Beloit, WI",Rock,55105,WI,Wisconsin,42.6712,-89.0716,165461,Janesville,,
11200,Amherst Town,Amherst Town,"Amherst Town-Northampton, MA",Hampshire,25015,MA,Massachusetts,42.3402,-72.6638,165399,Amherst Town,,
27980,Kahului,Kahului,"Kahului-Wailuku, HI",Maui,15009,HI,Hawaii,20.8628,-156.569,163769,Kahului,,
14020,"Bloomington, IN","Bloomington, IN","Bloomington, IN",Monroe,18105,IN,Indiana,39.2347,-86.676,162553,"Bloomington, IN",,
24300,"Grand Junction, CO","Grand Junction, CO","Grand Junction, CO",Mesa,8077,CO,Colorado,39.0183,-108.4664,161260,"Grand Junction, CO",,
27100,"Jackson, MI","Jackson, MI","Jackson, MI",Jackson,26075,MI,Michigan,42.2485,-84.4234,160233,"Jackson, MI",,
30860,"Logan, UT","Logan, UT","Logan, UT-ID",Cache,49005,UT,Utah,41.8896,-111.769,160053,"Logan, UT",,
44300,"State College, PA","State College, PA","State College, PA",Centre,42027,PA,Pennsylvania,40.9189,-77.8199,159805,"State College, PA",,
19460,"Decatur, AL","Decatur, AL","Decatur, AL",Lawrence,1079,AL,Alabama,34.4906,-87.1026,159651,"Decatur, AL",,
16540,"Chambersburg, PA","Chambersburg, PA","Chambersburg, PA",Franklin,42055,PA,Pennsylvania,39.9274,-77.7213,159285,"Chambersburg, PA",,
42140,"Santa Fe, NM","Santa Fe, NM","Santa Fe, NM",Santa Fe,35049,NM,New Mexico,35.5069,-105.9763,157765,"Santa Fe, NM",,
12620,"Bangor, ME","Bangor, ME","Bangor, ME",Penobscot,23019,ME,Maine,45.4006,-68.6495,156840,"Bangor, ME",,
45900,"Traverse City, MI","Traverse City, MI","Traverse City, MI",Kalkaska,26079,MI,Michigan,44.725,-85.5519,156634,"Traverse City, MI",,
25620,"Hattiesburg, MS","Hattiesburg, MS","Hattiesburg, MS",Perry,28111,MS,Mississippi,31.1874,-89.2288,156411,"Hattiesburg, MS",,
22520,Florence,Florence,"Florence-Muscle Shoals, AL",Lauderdale,1077,AL,Alabama,34.8083,-87.724,156287,Florence,,
33780,"Monroe, MI","Monroe, MI","Monroe, MI",Monroe,26115,MI,Michigan,41.9291,-83.5394,156045,"Monroe, MI",,
47220,"Vineland, NJ","Vineland, NJ","Vineland, NJ",Cumberland,34011,NJ,New Jersey,39.3739,-75.1107,155678,"Vineland, NJ",,
25260,Hanford,Hanford,"Hanford-Corcoran, CA",Kings,6031,CA,California,36.0752,-119.8155,154913,Hanford,,
20020,"Dothan, AL","Dothan, AL","Dothan, AL",Houston,1069,AL,Alabama,31.2529,-85.4617,154766,"Dothan, AL",,
48680,Wildwood,Wildwood,"Wildwood-The Villages, FL",Sumter,12119,FL,Florida,28.7048,-82.081,154693,Wildwood,,
39660,"Rapid City, SD","Rapid City, SD","Rapid City, SD",Meade,46093,SD,South Dakota,44.1915,-102.8999,153470,"Rapid City, SD",,
46660,"Valdosta, GA","Valdosta, GA","Valdosta, GA",Lowndes,13185,GA,Georgia,30.8294,-83.2415,153179,"Valdosta, GA",,
27620,"Jefferson City, MO","Jefferson City, MO","Jefferson City, MO",Callaway,29027,MO,Missouri,38.6398,-92.0917,152832,"Jefferson City, MO",,
35660,"Niles, MI","Niles, MI","Niles, MI",Berrien,26021,MI,Michigan,41.9547,-86.4123,152703,"Niles, MI",,
43300,Sherman,Sherman,"Sherman-Denison, TX",Grayson,48181,TX,Texas,33.6268,-96.6777,150532,Sherman,,
48660,"Wichita Falls, TX","Wichita Falls, TX","Wichita Falls, TX",Clay,48077,TX,Texas,33.7747,-98.4914,149869,"Wichita Falls, TX",,
10780,"Alexandria, LA","Alexandria, LA","Alexandria, LA",Rapides,22079,LA,Louisiana,31.3306,-92.5418,148008,"Alexandria, LA",,
49020,"Winchester, VA","Winchester, VA","Winchester, VA-WV",Hampshire,54027,VA,Virginia,39.2722,-78.4739,148005,"Winchester, VA",,
40580,"Rocky Mount, NC","Rocky Mount, NC","Rocky Mount, NC",Nash,37127,NC,North Carolina,35.941,-77.7985,147114,"Rocky Mount, NC",,
19140,"Dalton, GA","Dalton, GA","Dalton, GA",Murray,13213,GA,Georgia,34.7963,-84.8481,146386,"Dalton, GA",,
45500,"Texarkana, TX","Texarkana, TX","Texarkana, TX-AR",Bowie,48037,TX,Texas,33.4736,-94.214,146210,"Texarkana, TX",,
10500,"Albany, GA","Albany, GA","Albany, GA",Worth,13321,GA,Georgia,31.6465,-84.1153,146051,"Albany, GA",,
43580,"Sioux City, IA","Sioux City, IA","Sioux City, IA-NE-SD",Woodbury,19193,IA,Iowa,42.5189,-96.3088,145567,"Sioux City, IA",,
30140,"Lebanon, PA","Lebanon, PA","Lebanon, PA",Lebanon,42075,PA,Pennsylvania,40.3672,-76.4577,145319,"Lebanon, PA",,
22380,"Flagstaff, AZ","Flagstaff, AZ","Flagstaff, AZ",Coconino,4005,AZ,Arizona,35.8387,-111.7705,145161,"Flagstaff, AZ",,
34060,"Morgantown, WV","Morgantown, WV","Morgantown, WV",Preston,54077,WV,West Virginia,39.5273,-79.8045,142752,"Morgantown, WV",,
25220,"Hammond, LA","Hammond, LA","Hammond, LA",Tangipahoa,22105,LA,Louisiana,30.6266,-90.4057,139823,"Hammond, LA",,
48140,"Wausau, WI","Wausau, WI","Wausau, WI",Marathon,55073,WI,Wisconsin,44.8983,-89.7591,139091,"Wausau, WI",,
25500,"Harrisonburg, VA","Harrisonburg, VA","Harrisonburg, VA",Rockingham,51165,VA,Virginia,38.5105,-78.8757,138838,"Harrisonburg, VA",,
13900,"Bismarck, ND","Bismarck, ND","Bismarck, ND",Morton,38059,ND,North Dakota,46.8841,-100.9786,138774,"Bismarck, ND",,
27860,"Jonesboro, AR","Jonesboro, AR","Jonesboro, AR",Poinsett,5111,AR,Arkansas,35.6981,-90.6484,138152,"Jonesboro, AR",,
